Datetime,ST05,ST10,ST20,ST40,ST80,ST160,SM05,SM10,SM20,SM40,SM80,SM160
1/1/2016 0:00,-2.719,-2.349,-1.996,0.036,1.003,3.579,0.072,0.07,0.075,0.096,0.079,0.075
1/1/2016 0:30,-2.726,-2.351,-1.986,0.036,1.001,3.576,0.072,0.07,0.075,0.096,0.079,0.075
1/1/2016 1:00,-2.741,-2.352,-1.976,0.037,1,3.575,0.072,0.07,0.075,0.096,0.079,0.075
1/1/2016 1:30,-2.769,-2.358,-1.967,0.038,0.997,3.573,0.071,0.07,0.075,0.096,0.079,0.075
1/1/2016 2:00,-2.805,-2.369,-1.959,0.039,0.997,3.573,0.071,0.07,0.075,0.096,0.079,0.075
1/1/2016 2:30,-2.847,-2.385,-1.953,0.038,0.995,3.571,0.071,0.07,0.075,0.096,0.079,0.075
1/1/2016 3:00,-2.888,-2.404,-1.947,0.039,0.994,3.57,0.071,0.07,0.075,0.096,0.079,0.075
1/1/2016 3:30,-2.929,-2.426,-1.942,0.04,0.993,3.569,0.071,0.07,0.075,0.096,0.079,0.075
1/1/2016 4:00,-2.974,-2.449,-1.94,0.04,0.992,3.568,0.071,0.07,0.075,0.096,0.079,0.075
1/1/2016 4:30,-3.025,-2.476,-1.939,0.041,0.99,3.566,0.071,0.07,0.075,0.096,0.079,0.075
1/1/2016 5:00,-3.088,-2.507,-1.939,0.041,0.989,3.565,0.07,0.07,0.075,0.096,0.079,0.075
1/1/2016 5:30,-3.164,-2.543,-1.941,0.042,0.987,3.563,0.07,0.069,0.075,0.096,0.079,0.075
1/1/2016 6:00,-3.245,-2.587,-1.945,0.042,0.985,3.562,0.069,0.069,0.075,0.096,0.079,0.075
1/1/2016 6:30,-3.326,-2.636,-1.952,0.041,0.983,3.561,0.069,0.069,0.075,0.096,0.079,0.075
1/1/2016 7:00,-3.418,-2.688,-1.959,0.042,0.983,3.559,0.069,0.069,0.075,0.096,0.079,0.075
1/1/2016 7:30,-3.533,-2.749,-1.969,0.042,0.981,3.558,0.069,0.069,0.075,0.096,0.079,0.075
1/1/2016 8:00,-3.644,-2.817,-1.981,0.043,0.981,3.558,0.069,0.069,0.075,0.096,0.079,0.075
1/1/2016 8:30,-3.743,-2.888,-1.997,0.042,0.979,3.556,0.068,0.068,0.075,0.096,0.079,0.075
1/1/2016 9:00,-3.833,-2.959,-2.016,0.041,0.977,3.554,0.068,0.068,0.075,0.096,0.079,0.075
1/1/2016 9:30,-3.903,-3.024,-2.035,0.041,0.978,3.554,0.068,0.068,0.075,0.096,0.079,0.075
1/1/2016 10:00,-3.917,-3.079,-2.057,0.039,0.979,3.554,0.068,0.068,0.075,0.096,0.079,0.075
1/1/2016 10:30,-3.852,-3.109,-2.079,0.034,0.979,3.554,0.068,0.068,0.075,0.096,0.079,0.075
1/1/2016 11:00,-3.714,-3.103,-2.102,0.031,0.979,3.553,0.068,0.068,0.075,0.096,0.079,0.075
1/1/2016 11:30,-3.505,-3.056,-2.123,0.028,0.978,3.552,0.068,0.068,0.075,0.096,0.079,0.075
1/1/2016 12:00,-3.232,-2.969,-2.14,0.025,0.977,3.55,0.069,0.068,0.075,0.096,0.079,0.075
1/1/2016 12:30,-2.922,-2.845,-2.149,0.022,0.976,3.548,0.07,0.068,0.075,0.096,0.079,0.075
1/1/2016 13:00,-2.607,-2.695,-2.151,0.018,0.975,3.546,0.071,0.069,0.075,0.096,0.079,0.075
1/1/2016 13:30,-2.303,-2.531,-2.141,0.015,0.974,3.545,0.072,0.069,0.075,0.096,0.079,0.075
1/1/2016 14:00,-2.022,-2.362,-2.123,0.012,0.973,3.544,0.073,0.069,0.075,0.096,0.079,0.075
1/1/2016 14:30,-1.799,-2.199,-2.097,0.01,0.972,3.543,0.074,0.07,0.075,0.096,0.079,0.075
1/1/2016 15:00,-1.632,-2.054,-2.064,0.008,0.971,3.542,0.075,0.07,0.075,0.096,0.079,0.075
1/1/2016 15:30,-1.494,-1.929,-2.027,0.004,0.969,3.54,0.075,0.07,0.075,0.096,0.079,0.075
1/1/2016 16:00,-1.38,-1.819,-1.987,0.003,0.969,3.539,0.076,0.071,0.075,0.096,0.079,0.075
1/1/2016 16:30,-1.295,-1.723,-1.945,0.001,0.969,3.539,0.076,0.071,0.075,0.096,0.079,0.075
1/1/2016 17:00,-1.243,-1.642,-1.906,-0.002,0.967,3.537,0.077,0.072,0.075,0.096,0.079,0.075
1/1/2016 17:30,-1.228,-1.575,-1.866,-0.003,0.965,3.536,0.077,0.072,0.075,0.096,0.079,0.075
1/1/2016 18:00,-1.257,-1.526,-1.829,-0.005,0.962,3.532,0.076,0.072,0.076,0.096,0.079,0.075
1/1/2016 18:30,-1.346,-1.496,-1.795,-0.002,0.959,3.53,0.076,0.073,0.076,0.096,0.079,0.075
1/1/2016 19:00,-1.497,-1.491,-1.761,0,0.956,3.528,0.076,0.073,0.076,0.096,0.079,0.075
1/1/2016 19:30,-1.683,-1.518,-1.73,0.001,0.954,3.526,0.075,0.073,0.076,0.096,0.079,0.075
1/1/2016 20:00,-1.864,-1.568,-1.701,0.004,0.953,3.526,0.074,0.072,0.076,0.096,0.079,0.075
1/1/2016 20:30,-2.042,-1.633,-1.678,0.005,0.952,3.525,0.073,0.072,0.076,0.096,0.079,0.075
1/1/2016 21:00,-2.23,-1.711,-1.658,0.008,0.952,3.525,0.072,0.072,0.076,0.096,0.079,0.075
1/1/2016 21:30,-2.414,-1.802,-1.645,0.01,0.95,3.524,0.071,0.072,0.076,0.096,0.079,0.075
1/1/2016 22:00,-2.594,-1.9,-1.639,0.011,0.947,3.521,0.071,0.071,0.076,0.096,0.079,0.075
1/1/2016 22:30,-2.785,-2.003,-1.636,0.015,0.948,3.522,0.071,0.071,0.076,0.096,0.079,0.075
1/1/2016 23:00,-2.986,-2.116,-1.641,0.017,0.947,3.52,0.071,0.071,0.076,0.096,0.079,0.075
1/1/2016 23:30,-3.185,-2.238,-1.65,0.019,0.944,3.518,0.071,0.071,0.076,0.096,0.079,0.075
1/2/2016 0:00,-3.379,-2.364,-1.666,0.022,0.943,3.516,0.07,0.071,0.076,0.096,0.079,0.075
1/2/2016 0:30,-3.573,-2.493,-1.685,0.024,0.942,3.515,0.07,0.07,0.076,0.096,0.079,0.075
1/2/2016 1:00,-3.766,-2.625,-1.709,0.028,0.941,3.514,0.069,0.07,0.076,0.096,0.079,0.075
1/2/2016 1:30,-3.948,-2.76,-1.737,0.03,0.939,3.513,0.069,0.07,0.076,0.096,0.079,0.075
1/2/2016 2:00,-4.112,-2.892,-1.77,0.033,0.939,3.512,0.068,0.069,0.076,0.096,0.079,0.075
1/2/2016 2:30,-4.276,-3.022,-1.807,0.034,0.937,3.511,0.068,0.069,0.076,0.096,0.079,0.075
1/2/2016 3:00,-4.445,-3.151,-1.848,0.035,0.936,3.509,0.068,0.069,0.076,0.096,0.079,0.075
1/2/2016 3:30,-4.614,-3.281,-1.891,0.037,0.936,3.509,0.067,0.068,0.076,0.096,0.079,0.075
1/2/2016 4:00,-4.772,-3.411,-1.938,0.037,0.935,3.508,0.067,0.068,0.075,0.096,0.079,0.075
1/2/2016 4:30,-4.913,-3.537,-1.987,0.037,0.934,3.506,0.066,0.068,0.075,0.096,0.079,0.075
1/2/2016 5:00,-5.057,-3.659,-2.038,0.036,0.932,3.504,0.066,0.067,0.075,0.096,0.079,0.075
1/2/2016 5:30,-5.204,-3.78,-2.091,0.034,0.931,3.503,0.066,0.067,0.075,0.096,0.079,0.075
1/2/2016 6:00,-5.34,-3.899,-2.146,0.032,0.929,3.501,0.065,0.067,0.075,0.096,0.079,0.075
1/2/2016 6:30,-5.473,-4.015,-2.202,0.029,0.929,3.5,0.065,0.067,0.075,0.096,0.079,0.075
1/2/2016 7:00,-5.607,-4.129,-2.259,0.027,0.928,3.5,0.065,0.066,0.074,0.096,0.079,0.075
1/2/2016 7:30,-5.732,-4.243,-2.318,0.023,0.926,3.498,0.065,0.066,0.074,0.096,0.079,0.075
1/2/2016 8:00,-5.86,-4.353,-2.377,0.018,0.924,3.496,0.064,0.066,0.074,0.096,0.079,0.075
1/2/2016 8:30,-5.989,-4.463,-2.437,0.013,0.924,3.495,0.064,0.065,0.074,0.096,0.079,0.075
1/2/2016 9:00,-6.103,-4.57,-2.496,0.008,0.924,3.494,0.064,0.065,0.074,0.096,0.079,0.075
1/2/2016 9:30,-6.143,-4.666,-2.555,0.003,0.925,3.495,0.064,0.065,0.073,0.096,0.079,0.075
1/2/2016 10:00,-6.065,-4.727,-2.615,-0.006,0.926,3.494,0.064,0.065,0.073,0.096,0.079,0.075
1/2/2016 10:30,-5.87,-4.734,-2.674,-0.017,0.926,3.493,0.064,0.065,0.073,0.096,0.079,0.075
1/2/2016 11:00,-5.577,-4.68,-2.728,-0.022,0.927,3.493,0.064,0.065,0.073,0.096,0.079,0.075
1/2/2016 11:30,-5.203,-4.568,-2.774,-0.027,0.926,3.491,0.065,0.065,0.073,0.096,0.079,0.075
1/2/2016 12:00,-4.785,-4.405,-2.809,-0.032,0.926,3.49,0.065,0.064,0.073,0.096,0.079,0.075
1/2/2016 12:30,-4.36,-4.207,-2.83,-0.039,0.925,3.489,0.065,0.064,0.073,0.095,0.079,0.075
1/2/2016 13:00,-3.938,-3.987,-2.837,-0.045,0.925,3.487,0.065,0.065,0.072,0.095,0.079,0.075
1/2/2016 13:30,-3.547,-3.754,-2.828,-0.051,0.924,3.486,0.067,0.065,0.072,0.095,0.079,0.075
1/2/2016 14:00,-3.215,-3.525,-2.805,-0.056,0.923,3.486,0.068,0.066,0.073,0.095,0.079,0.075
1/2/2016 14:30,-2.945,-3.309,-2.771,-0.061,0.922,3.484,0.069,0.066,0.073,0.095,0.079,0.075
1/2/2016 15:00,-2.72,-3.114,-2.729,-0.069,0.921,3.481,0.07,0.067,0.073,0.095,0.079,0.075
1/2/2016 15:30,-2.534,-2.937,-2.679,-0.075,0.92,3.481,0.07,0.067,0.073,0.095,0.079,0.075
1/2/2016 16:00,-2.39,-2.781,-2.627,-0.081,0.918,3.479,0.071,0.068,0.073,0.094,0.079,0.075
1/2/2016 16:30,-2.305,-2.647,-2.573,-0.087,0.915,3.477,0.072,0.068,0.073,0.094,0.079,0.075
1/2/2016 17:00,-2.245,-2.535,-2.517,-0.092,0.915,3.475,0.072,0.068,0.073,0.094,0.079,0.075
1/2/2016 17:30,-2.206,-2.439,-2.46,-0.098,0.914,3.474,0.072,0.069,0.073,0.094,0.079,0.075
1/2/2016 18:00,-2.208,-2.365,-2.406,-0.103,0.912,3.473,0.072,0.069,0.073,0.094,0.079,0.075
1/2/2016 18:30,-2.23,-2.309,-2.354,-0.105,0.911,3.472,0.072,0.069,0.074,0.094,0.079,0.075
1/2/2016 19:00,-2.279,-2.272,-2.306,-0.108,0.909,3.47,0.072,0.069,0.074,0.094,0.079,0.075
1/2/2016 19:30,-2.365,-2.256,-2.26,-0.11,0.908,3.469,0.072,0.07,0.074,0.094,0.079,0.075
1/2/2016 20:00,-2.476,-2.261,-2.22,-0.114,0.905,3.466,0.072,0.07,0.074,0.094,0.079,0.075
1/2/2016 20:30,-2.594,-2.284,-2.184,-0.118,0.904,3.466,0.071,0.07,0.074,0.094,0.079,0.075
1/2/2016 21:00,-2.707,-2.32,-2.152,-0.119,0.905,3.466,0.071,0.07,0.074,0.094,0.079,0.075
1/2/2016 21:30,-2.823,-2.365,-2.127,-0.121,0.902,3.463,0.07,0.07,0.074,0.094,0.079,0.075
1/2/2016 22:00,-2.937,-2.415,-2.106,-0.121,0.902,3.463,0.07,0.069,0.074,0.094,0.079,0.075
1/2/2016 22:30,-3.052,-2.472,-2.091,-0.123,0.9,3.461,0.069,0.069,0.075,0.094,0.079,0.075
1/2/2016 23:00,-3.177,-2.534,-2.08,-0.124,0.898,3.46,0.069,0.069,0.075,0.094,0.079,0.075
1/2/2016 23:30,-3.323,-2.605,-2.074,-0.124,0.897,3.459,0.069,0.069,0.075,0.094,0.079,0.075
1/3/2016 0:00,-3.48,-2.689,-2.072,-0.124,0.895,3.457,0.069,0.069,0.075,0.094,0.079,0.075
1/3/2016 0:30,-3.628,-2.78,-2.075,-0.123,0.896,3.458,0.069,0.069,0.075,0.094,0.079,0.075
1/3/2016 1:00,-3.774,-2.875,-2.084,-0.123,0.894,3.456,0.069,0.068,0.075,0.094,0.079,0.075
1/3/2016 1:30,-3.926,-2.974,-2.099,-0.123,0.892,3.454,0.068,0.068,0.075,0.094,0.079,0.075
1/3/2016 2:00,-4.09,-3.077,-2.116,-0.123,0.892,3.453,0.068,0.068,0.074,0.094,0.079,0.075
1/3/2016 2:30,-4.255,-3.186,-2.139,-0.123,0.891,3.451,0.068,0.068,0.074,0.094,0.079,0.075
1/3/2016 3:00,-4.416,-3.299,-2.166,-0.124,0.889,3.45,0.068,0.068,0.074,0.094,0.079,0.075
1/3/2016 3:30,-4.572,-3.413,-2.195,-0.123,0.888,3.449,0.067,0.068,0.074,0.094,0.079,0.075
1/3/2016 4:00,-4.724,-3.527,-2.23,-0.125,0.886,3.447,0.067,0.068,0.074,0.094,0.079,0.075
1/3/2016 4:30,-4.873,-3.64,-2.266,-0.124,0.886,3.447,0.066,0.067,0.074,0.094,0.079,0.075
1/3/2016 5:00,-5.011,-3.754,-2.306,-0.126,0.885,3.445,0.066,0.067,0.074,0.094,0.079,0.075
1/3/2016 5:30,-5.119,-3.863,-2.349,-0.128,0.883,3.443,0.066,0.067,0.074,0.094,0.079,0.075
1/3/2016 6:00,-5.211,-3.96,-2.393,-0.129,0.883,3.443,0.066,0.067,0.074,0.094,0.079,0.075
1/3/2016 6:30,-5.297,-4.049,-2.439,-0.131,0.882,3.442,0.065,0.066,0.074,0.094,0.079,0.075
1/3/2016 7:00,-5.377,-4.132,-2.485,-0.134,0.881,3.441,0.065,0.066,0.073,0.093,0.079,0.075
1/3/2016 7:30,-5.458,-4.212,-2.532,-0.136,0.88,3.439,0.065,0.066,0.073,0.093,0.079,0.075
1/3/2016 8:00,-5.557,-4.291,-2.578,-0.139,0.879,3.438,0.065,0.066,0.073,0.093,0.079,0.075
1/3/2016 8:30,-5.653,-4.373,-2.624,-0.143,0.878,3.437,0.065,0.065,0.073,0.093,0.079,0.075
1/3/2016 9:00,-5.723,-4.452,-2.67,-0.147,0.877,3.435,0.065,0.065,0.073,0.093,0.079,0.075
1/3/2016 9:30,-5.749,-4.518,-2.715,-0.15,0.878,3.435,0.064,0.065,0.073,0.093,0.079,0.075
1/3/2016 10:00,-5.682,-4.558,-2.759,-0.155,0.879,3.435,0.065,0.065,0.073,0.093,0.079,0.075
1/3/2016 10:30,-5.501,-4.552,-2.802,-0.162,0.88,3.436,0.065,0.065,0.072,0.093,0.079,0.075
1/3/2016 11:00,-5.232,-4.49,-2.84,-0.17,0.881,3.435,0.065,0.065,0.072,0.093,0.079,0.075
1/3/2016 11:30,-4.866,-4.373,-2.87,-0.176,0.881,3.434,0.065,0.064,0.072,0.093,0.079,0.075
1/3/2016 12:00,-4.424,-4.2,-2.889,-0.18,0.88,3.432,0.065,0.064,0.072,0.093,0.079,0.075
1/3/2016 12:30,-3.965,-3.988,-2.895,-0.185,0.878,3.43,0.066,0.065,0.072,0.093,0.079,0.075
1/3/2016 13:00,-3.536,-3.752,-2.886,-0.189,0.877,3.429,0.067,0.065,0.072,0.093,0.079,0.075
1/3/2016 13:30,-3.147,-3.514,-2.864,-0.195,0.876,3.427,0.068,0.066,0.072,0.093,0.079,0.075
1/3/2016 14:00,-2.807,-3.28,-2.829,-0.2,0.875,3.426,0.069,0.066,0.072,0.092,0.079,0.075
1/3/2016 14:30,-2.525,-3.059,-2.784,-0.206,0.875,3.425,0.07,0.067,0.072,0.092,0.079,0.075
1/3/2016 15:00,-2.289,-2.856,-2.731,-0.211,0.875,3.426,0.071,0.067,0.072,0.092,0.079,0.075
1/3/2016 15:30,-2.11,-2.676,-2.675,-0.218,0.872,3.423,0.072,0.068,0.072,0.092,0.079,0.075
1/3/2016 16:00,-1.976,-2.516,-2.614,-0.224,0.87,3.421,0.073,0.068,0.073,0.092,0.079,0.075
1/3/2016 16:30,-1.877,-2.378,-2.553,-0.228,0.868,3.419,0.073,0.069,0.073,0.092,0.079,0.075
1/3/2016 17:00,-1.818,-2.26,-2.489,-0.232,0.867,3.418,0.074,0.069,0.073,0.092,0.079,0.075
1/3/2016 17:30,-1.782,-2.163,-2.428,-0.236,0.866,3.417,0.074,0.069,0.073,0.092,0.079,0.075
1/3/2016 18:00,-1.779,-2.084,-2.368,-0.24,0.865,3.416,0.074,0.07,0.074,0.092,0.079,0.075
1/3/2016 18:30,-1.823,-2.028,-2.313,-0.242,0.861,3.413,0.074,0.07,0.074,0.092,0.079,0.075
1/3/2016 19:00,-1.906,-1.996,-2.26,-0.244,0.859,3.41,0.074,0.07,0.074,0.092,0.079,0.075
1/3/2016 19:30,-2.023,-1.987,-2.209,-0.244,0.858,3.41,0.074,0.07,0.074,0.092,0.079,0.075
1/3/2016 20:00,-2.152,-2.002,-2.164,-0.246,0.857,3.409,0.073,0.07,0.074,0.091,0.079,0.075
1/3/2016 20:30,-2.262,-2.031,-2.123,-0.245,0.858,3.41,0.073,0.07,0.074,0.091,0.079,0.075
1/3/2016 21:00,-2.333,-2.066,-2.089,-0.245,0.857,3.409,0.073,0.07,0.074,0.091,0.079,0.075
1/3/2016 21:30,-2.376,-2.093,-2.061,-0.244,0.857,3.407,0.073,0.07,0.074,0.091,0.079,0.075
1/3/2016 22:00,-2.407,-2.114,-2.039,-0.243,0.855,3.406,0.073,0.07,0.075,0.091,0.079,0.075
1/3/2016 22:30,-2.432,-2.13,-2.019,-0.242,0.853,3.405,0.072,0.07,0.075,0.091,0.079,0.075
1/3/2016 23:00,-2.456,-2.142,-2.002,-0.239,0.853,3.404,0.072,0.07,0.075,0.092,0.079,0.075
1/3/2016 23:30,-2.483,-2.155,-1.987,-0.237,0.851,3.402,0.072,0.07,0.075,0.092,0.079,0.075
1/4/2016 0:00,-2.51,-2.168,-1.974,-0.235,0.85,3.401,0.072,0.07,0.075,0.092,0.079,0.075
1/4/2016 0:30,-2.542,-2.181,-1.963,-0.232,0.848,3.4,0.072,0.07,0.075,0.092,0.079,0.075
1/4/2016 1:00,-2.581,-2.196,-1.952,-0.229,0.848,3.399,0.072,0.07,0.075,0.092,0.079,0.075
1/4/2016 1:30,-2.626,-2.216,-1.945,-0.226,0.846,3.397,0.072,0.07,0.075,0.092,0.079,0.075
1/4/2016 2:00,-2.675,-2.239,-1.937,-0.223,0.845,3.396,0.072,0.07,0.075,0.092,0.079,0.075
1/4/2016 2:30,-2.73,-2.264,-1.931,-0.22,0.845,3.396,0.071,0.07,0.075,0.092,0.079,0.075
1/4/2016 3:00,-2.782,-2.294,-1.928,-0.216,0.844,3.394,0.071,0.07,0.075,0.092,0.079,0.075
1/4/2016 3:30,-2.846,-2.327,-1.926,-0.215,0.841,3.392,0.071,0.07,0.075,0.092,0.079,0.075
1/4/2016 4:00,-2.929,-2.366,-1.927,-0.212,0.84,3.391,0.071,0.07,0.075,0.092,0.079,0.075
1/4/2016 4:30,-3.038,-2.415,-1.928,-0.21,0.838,3.39,0.07,0.07,0.075,0.092,0.079,0.075
1/4/2016 5:00,-3.16,-2.476,-1.933,-0.207,0.836,3.388,0.069,0.069,0.075,0.092,0.079,0.075
1/4/2016 5:30,-3.291,-2.546,-1.94,-0.205,0.835,3.387,0.069,0.069,0.075,0.092,0.079,0.075
1/4/2016 6:00,-3.419,-2.623,-1.949,-0.202,0.835,3.386,0.069,0.069,0.075,0.092,0.079,0.075
1/4/2016 6:30,-3.559,-2.707,-1.963,-0.2,0.834,3.385,0.069,0.069,0.075,0.092,0.079,0.075
1/4/2016 7:00,-3.713,-2.798,-1.98,-0.199,0.832,3.384,0.069,0.069,0.075,0.092,0.079,0.075
1/4/2016 7:30,-3.842,-2.894,-2,-0.197,0.832,3.383,0.068,0.068,0.075,0.092,0.079,0.075
1/4/2016 8:00,-3.94,-2.985,-2.024,-0.196,0.831,3.382,0.068,0.068,0.075,0.092,0.079,0.075
1/4/2016 8:30,-4.021,-3.066,-2.052,-0.195,0.83,3.38,0.068,0.068,0.075,0.092,0.079,0.075
1/4/2016 9:00,-4.101,-3.14,-2.082,-0.195,0.828,3.379,0.068,0.068,0.074,0.092,0.079,0.075
1/4/2016 9:30,-4.168,-3.208,-2.111,-0.196,0.828,3.379,0.068,0.068,0.074,0.092,0.079,0.075
1/4/2016 10:00,-4.175,-3.266,-2.141,-0.199,0.829,3.378,0.068,0.068,0.074,0.092,0.079,0.075
1/4/2016 10:30,-4.063,-3.294,-2.171,-0.207,0.83,3.379,0.067,0.067,0.074,0.092,0.079,0.075
1/4/2016 11:00,-3.836,-3.273,-2.201,-0.207,0.83,3.377,0.067,0.067,0.074,0.092,0.079,0.075
1/4/2016 11:30,-3.527,-3.197,-2.228,-0.206,0.829,3.376,0.067,0.067,0.074,0.092,0.079,0.075
1/4/2016 12:00,-3.192,-3.076,-2.249,-0.21,0.828,3.375,0.068,0.068,0.074,0.092,0.079,0.075
1/4/2016 12:30,-2.845,-2.926,-2.259,-0.213,0.828,3.374,0.07,0.068,0.074,0.092,0.079,0.075
1/4/2016 13:00,-2.502,-2.757,-2.26,-0.218,0.827,3.372,0.071,0.068,0.074,0.092,0.079,0.075
1/4/2016 13:30,-2.198,-2.578,-2.25,-0.221,0.825,3.371,0.072,0.068,0.074,0.092,0.079,0.075
1/4/2016 14:00,-1.94,-2.4,-2.229,-0.225,0.824,3.369,0.073,0.069,0.074,0.092,0.079,0.075
1/4/2016 14:30,-1.765,-2.234,-2.202,-0.229,0.822,3.367,0.074,0.069,0.074,0.092,0.079,0.075
1/4/2016 15:00,-1.673,-2.095,-2.166,-0.231,0.821,3.366,0.074,0.07,0.074,0.092,0.079,0.075
1/4/2016 15:30,-1.604,-1.984,-2.127,-0.235,0.821,3.366,0.074,0.07,0.074,0.092,0.079,0.075
1/4/2016 16:00,-1.539,-1.893,-2.085,-0.238,0.82,3.365,0.075,0.07,0.074,0.092,0.079,0.075
1/4/2016 16:30,-1.474,-1.814,-2.044,-0.241,0.819,3.363,0.075,0.071,0.075,0.092,0.079,0.075
1/4/2016 17:00,-1.446,-1.746,-2.004,-0.243,0.817,3.362,0.075,0.071,0.075,0.092,0.079,0.075
1/4/2016 17:30,-1.453,-1.692,-1.964,-0.245,0.815,3.36,0.075,0.071,0.075,0.092,0.079,0.075
1/4/2016 18:00,-1.496,-1.654,-1.927,-0.245,0.814,3.359,0.075,0.071,0.075,0.092,0.079,0.075
1/4/2016 18:30,-1.575,-1.635,-1.892,-0.242,0.812,3.356,0.075,0.072,0.075,0.092,0.079,0.075
1/4/2016 19:00,-1.688,-1.636,-1.86,-0.241,0.809,3.354,0.075,0.072,0.075,0.092,0.079,0.075
1/4/2016 19:30,-1.831,-1.658,-1.83,-0.239,0.808,3.354,0.074,0.072,0.075,0.092,0.079,0.075
1/4/2016 20:00,-1.994,-1.702,-1.805,-0.237,0.807,3.353,0.074,0.072,0.075,0.092,0.079,0.075
1/4/2016 20:30,-2.17,-1.763,-1.783,-0.235,0.806,3.352,0.073,0.072,0.075,0.092,0.079,0.075
1/4/2016 21:00,-2.368,-1.841,-1.766,-0.232,0.805,3.351,0.072,0.071,0.075,0.092,0.079,0.075
1/4/2016 21:30,-2.578,-1.936,-1.756,-0.23,0.803,3.349,0.071,0.071,0.075,0.092,0.079,0.075
1/4/2016 22:00,-2.785,-2.044,-1.751,-0.228,0.802,3.348,0.07,0.07,0.075,0.092,0.079,0.075
1/4/2016 22:30,-2.984,-2.159,-1.75,-0.223,0.803,3.349,0.07,0.07,0.075,0.092,0.079,0.075
1/4/2016 23:00,-3.174,-2.281,-1.759,-0.22,0.801,3.347,0.07,0.07,0.075,0.092,0.079,0.075
1/4/2016 23:30,-3.35,-2.404,-1.773,-0.217,0.8,3.345,0.07,0.07,0.075,0.092,0.079,0.075
1/5/2016 0:00,-3.52,-2.525,-1.792,-0.214,0.798,3.343,0.07,0.07,0.075,0.092,0.079,0.075
1/5/2016 0:30,-3.69,-2.647,-1.816,-0.211,0.796,3.342,0.069,0.069,0.075,0.092,0.079,0.075
1/5/2016 1:00,-3.86,-2.77,-1.845,-0.208,0.795,3.341,0.069,0.069,0.075,0.092,0.079,0.075
1/5/2016 1:30,-4.022,-2.892,-1.875,-0.205,0.795,3.34,0.069,0.069,0.075,0.092,0.079,0.075
1/5/2016 2:00,-4.175,-3.014,-1.911,-0.203,0.794,3.339,0.068,0.069,0.075,0.092,0.079,0.075
1/5/2016 2:30,-4.315,-3.132,-1.95,-0.201,0.792,3.338,0.068,0.069,0.075,0.092,0.079,0.075
1/5/2016 3:00,-4.463,-3.249,-1.991,-0.2,0.791,3.336,0.068,0.068,0.075,0.092,0.079,0.075
1/5/2016 3:30,-4.601,-3.364,-2.034,-0.199,0.791,3.336,0.067,0.068,0.075,0.092,0.079,0.075
1/5/2016 4:00,-4.706,-3.474,-2.08,-0.2,0.79,3.334,0.067,0.068,0.075,0.092,0.079,0.075
1/5/2016 4:30,-4.791,-3.573,-2.128,-0.2,0.789,3.333,0.067,0.068,0.074,0.092,0.079,0.075
1/5/2016 5:00,-4.879,-3.663,-2.176,-0.201,0.787,3.332,0.066,0.067,0.074,0.092,0.079,0.075
1/5/2016 5:30,-4.978,-3.75,-2.226,-0.203,0.787,3.33,0.066,0.067,0.074,0.092,0.079,0.075
1/5/2016 6:00,-5.084,-3.839,-2.274,-0.206,0.786,3.329,0.066,0.067,0.074,0.092,0.079,0.075
1/5/2016 6:30,-5.202,-3.93,-2.323,-0.209,0.784,3.328,0.066,0.067,0.074,0.092,0.079,0.075
1/5/2016 7:00,-5.322,-4.024,-2.372,-0.213,0.784,3.327,0.065,0.066,0.074,0.092,0.079,0.075
1/5/2016 7:30,-5.444,-4.121,-2.422,-0.217,0.783,3.326,0.065,0.066,0.074,0.092,0.079,0.075
1/5/2016 8:00,-5.562,-4.219,-2.472,-0.222,0.783,3.325,0.065,0.066,0.073,0.092,0.079,0.075
1/5/2016 8:30,-5.663,-4.316,-2.524,-0.228,0.781,3.323,0.065,0.066,0.073,0.092,0.079,0.075
1/5/2016 9:00,-5.761,-4.407,-2.576,-0.235,0.78,3.322,0.064,0.065,0.073,0.092,0.079,0.075
1/5/2016 9:30,-5.821,-4.492,-2.628,-0.24,0.781,3.322,0.064,0.065,0.073,0.092,0.079,0.075
1/5/2016 10:00,-5.765,-4.551,-2.678,-0.25,0.783,3.322,0.064,0.065,0.073,0.091,0.079,0.075
1/5/2016 10:30,-5.59,-4.562,-2.729,-0.26,0.785,3.323,0.064,0.065,0.073,0.091,0.079,0.075
1/5/2016 11:00,-5.317,-4.514,-2.777,-0.267,0.784,3.322,0.065,0.065,0.072,0.091,0.079,0.075
1/5/2016 11:30,-4.942,-4.406,-2.818,-0.27,0.785,3.321,0.065,0.065,0.072,0.091,0.079,0.075
1/5/2016 12:00,-4.503,-4.242,-2.849,-0.278,0.785,3.319,0.065,0.064,0.072,0.091,0.078,0.075
1/5/2016 12:30,-4.053,-4.039,-2.868,-0.286,0.782,3.317,0.065,0.065,0.072,0.091,0.078,0.075
1/5/2016 13:00,-3.611,-3.809,-2.871,-0.293,0.782,3.316,0.066,0.065,0.072,0.091,0.078,0.075
1/5/2016 13:30,-3.204,-3.567,-2.858,-0.298,0.782,3.316,0.068,0.066,0.072,0.091,0.079,0.075
1/5/2016 14:00,-2.853,-3.329,-2.833,-0.306,0.78,3.313,0.069,0.066,0.072,0.091,0.079,0.075
1/5/2016 14:30,-2.592,-3.103,-2.794,-0.312,0.779,3.312,0.07,0.067,0.072,0.091,0.079,0.075
