243.19106,254.86064,286.78333,289.19376,5.99,0.1974421,0.584335846972094
243.42598,254.96579,287.15,289.1625,5.99,0.19743158,0.59030481701484
243.24252,254.99733,287.41666,289.1375,5.99,0.19733158,0.600082026462489
243.11674,255.31808,287.81665,289.125,5.99,0.19726843,0.60851789708552
242.93004,255.53746,288.25,289.11874,5.99,0.19723158,0.620572009108352
242.50856,255.72043,288.61667,289.1,5.99,0.19722632,0.63469806081702
242.25986,255.93738,289.15,289.0875,5.99,0.19714737,0.651400504266269
241.84686,256.13715,289.58334,289.0875,5.99,0.19716842,0.667914693339454
241.88829,256.90503,290.18335,289.09375,5.99,0.19712631,0.673484120248728
241.37054,256.91315,290.98334,289.1,5.99,0.19716842,0.708270522228729
241.59314,257.56738,291.08334,289.11874,5.99,0.19714737,0.696171571059876
241.57155,258.27704,292.01666,289.125,5.99,0.19707368,0.715732598539072
241.63805,258.73392,292.75,289.14374,5.99,0.19710526,0.732057140733433
240.41971,257.35745,293.45,289.18124,5.99,0.19709474,0.806185630766883
241.849,259.57248,294.35,289.21875,5.99,0.197,0.770903309197976
241.87679,260.1165,294.91666,289.25,5.99,0.19694737,0.780855075986542
241.89526,260.45676,295.11667,289.3,5.99,0.19696316,0.781043927588834
242.62195,261.65744,296.21667,289.5125,5.98,0.19682631,0.782399623346323
243.34482,261.79892,295.98334,289.55624,5.98,0.19668947,0.758482243702064
243.13904,261.49234,296.45,289.61874,5.98,0.19665264,0.785429809863513
243.5951,262.4432,296.5833,289.675,5.98,0.19659473,0.763383518296684
243.06169,261.52612,296.38333,289.75,5.98,0.19667895,0.782903454497368
244.0644,262.90622,296.38333,289.80624,5.98,0.19668947,0.738725646322828
242.95743,261.1297,296.55,289.86874,5.98,0.19658947,0.798694161950896
243.28972,261.15393,296.55,289.9125,5.98,0.19628948,0.792277347404718
243.61882,261.27078,296.78333,289.95624,5.98,0.1963158,0.793035566235455
244.63074,262.62918,296.88333,290.01874,5.98,0.19634737,0.752313757880447
243.39937,261.07025,296.88333,290.05,5.98,0.19626842,0.804405499737805
245.10538,263.1756,296.91666,290.1,5.98,0.19626842,0.734910374333408
244.52544,262.81226,296.91666,290.15625,5.98,0.19620526,0.751082125329651
244.35622,262.01508,296.91666,290.2,5.98,0.19618422,0.769460590161984
245.03546,262.8221,296.78333,290.23126,5.98,0.19613157,0.737494979522663
244.8221,262.3056,296.58334,290.2875,5.98,0.19600527,0.743435600451715
244.88185,262.36945,296.38333,290.325,5.98,0.19599473,0.733872046046739
244.68259,262.03107,296.18332,290.35626,5.97,0.19593158,0.733485207410013
244.50162,261.41293,296.05,290.3875,5.97,0.19591579,0.743327366122231
244.48524,261.3571,295.71667,290.4125,5.97,0.19587368,0.732561327481598
244.84387,261.3993,295.45,290.4375,5.97,0.19583158,0.716606973485595
244.7862,261.2241,295.25,290.4625,5.97,0.19566841,0.713681281065952
244.4885,260.76105,294.91666,290.46875,5.97,0.1956421,0.715250940549522
244.4374,260.54474,294.58334,290.48126,5.97,0.19563684,0.708409819084916
244.4693,260.52496,294.25,290.48126,5.97,0.19561578,0.696830833560782
244.46815,259.98273,293.88333,290.4875,5.97,0.19560526,0.694203737415201
244.30971,259.73605,293.51666,290.49374,5.97,0.19558421,0.688607518512671
244.41429,259.35217,293.18332,290.48126,5.97,0.19549474,0.682798532750117
244.37782,259.16382,292.85,290.48126,5.97,0.19545263,0.675603086396129
244.43065,258.98813,292.48334,290.46875,5.97,0.19545263,0.6659230074616
244.4634,258.9486,292.21667,290.44376,5.97,0.19543158,0.65757675005168
244.50768,258.6541,291.91666,290.43124,5.97,0.19541052,0.652422387912551
244.54668,258.54404,291.58334,290.4125,5.97,0.1954,0.643222702488971
244.72446,258.51044,291.35,290.38126,5.97,0.19532105,0.634101794750917
244.84044,258.39874,290.98334,290.35,5.97,0.19523159,0.623142807508756
244.66881,258.1847,290.71667,290.34375,5.97,0.19527368,0.620863738187008
244.97433,258.25012,290.48334,290.30624,5.97,0.19522631,0.608755861548457
244.86511,257.8858,290.25,290.28125,5.97,0.19523685,0.609166491680978
245.11201,258.1883,290.05,290.25,5.96,0.19513159,0.593245330524245
245.28792,258.20514,289.85,290.21875,5.96,0.1951579,0.584998714359924
245.43895,258.13126,289.61667,290.19376,5.96,0.19509473,0.577599226484038
245.41736,257.94073,289.45,290.1625,5.96,0.19500527,0.576139122357795
245.35463,257.80646,289.15,290.125,5.96,0.19498421,0.570609521338844
245.12187,257.731,288.91666,290.075,5.96,0.19492105,0.568264183783915
245.0258,257.66116,288.75,290.05,5.96,0.19494736,0.56593350432844
244.95567,257.42294,288.55,290,5.96,0.19493158,0.564948749724077
244.8057,257.08572,288.31668,289.9625,5.96,0.1948,0.56549631580462
244.82155,257.12775,288.15,289.9375,5.96,0.1948,0.560122181435643
244.84106,257.10773,287.95,289.8875,5.96,0.19473158,0.554814738794168
244.87222,256.95624,287.78333,289.8625,5.96,0.19475263,0.552187838709311
244.93819,256.93326,287.58334,289.83124,5.96,0.19473158,0.546389673224969
244.98811,256.8849,287.35,289.7875,5.96,0.19469474,0.540346750794945
244.80629,256.68814,287.18335,289.7625,5.96,0.19466843,0.540996330958314
244.9053,256.63464,287.05,289.71875,5.96,0.19465263,0.53713559841782
244.81601,256.34848,286.85,289.7,5.96,0.19463158,0.537067529473898
244.84996,256.3003,286.71667,289.65,5.96,0.19461052,0.533944997506447
244.89923,256.35266,286.61667,289.61874,5.96,0.19461052,0.530062562864325
245.0011,256.17084,286.51666,289.575,5.96,0.19452631,0.528915328981012
