Datetime,shortwave_upwelling,shortwave_downward,longwave_upwelling,longwave_downward,air temperature,relative humidity ,wind speed,wind direction,Pre_situ_mm,air pressure
3/29/2017 13:30,233.4,1016,490.2,265.5,10.9,32.3,0.421,2.2932,NAN,67686.97
3/29/2017 14:00,176.7,771.1,465.1,273.4,12.19,NAN,NAN,3.597067,NAN,67686.97
3/29/2017 14:30,181.9,785.3,460,280.2,12.23,NAN,NAN,3.886399,NAN,67686.97
3/29/2017 15:00,71.21,311.5,404.1,315.8,11.55,NAN,NAN,3.764533,NAN,67686.97
3/29/2017 15:30,35.56,153.2,383.7,317.8,11.22,27.18,0.362,3.0644,NAN,67629.91
3/29/2017 16:00,17.04,76.83,374.4,320.8,11.13,27.93,0.369,1.3896,NAN,67601.87
3/29/2017 16:30,8.48,40.56,364,321.8,10.63,28.42,0.364,2.2356,NAN,67605.29
3/29/2017 17:00,28.71,126.9,365.1,317.7,9.63,31.93,0.382,4.2964,NAN,67623.75
3/29/2017 17:30,21.11,94.2,360.3,312.3,8.42,42.67,0.471,4.461867,NAN,67651.43
3/29/2017 18:00,19.72,87.9,352.4,302.4,7.309,45.81,0.468,7.661867,NAN,67719.41
3/29/2017 18:30,7.034,32.21,335.7,304.3,3.491,72.53,0.569,11.2792,NAN,67804.89
3/29/2017 19:00,4.364,17.31,325,294.5,1.196,83,0.553,10.5952,NAN,67887.4
3/29/2017 19:30,1.191,2.487,321.5,278.8,1.204,75.29,0.502,9.330265,NAN,67938.22
3/29/2017 20:00,0.272,0,317.5,269.8,0.736,70.81,0.456,9.256266,NAN,68003.72
3/29/2017 20:30,0.158,0,317.5,288.6,0.314,73.1,0.457,9.078933,NAN,68099.83
3/29/2017 21:00,0.105,0,316.4,288.4,0.015,75.56,0.462,8.458666,NAN,68159.31
3/29/2017 21:30,0.354,0,314.2,278.4,-0.046,71.75,0.437,6.3124,NAN,68231.16
3/29/2017 22:00,0.238,0,312.1,271.1,-0.21,70.63,0.425,5.499066,NAN,68251.99
3/29/2017 22:30,0.178,0,309,262.4,-0.645,73.21,0.427,4.087467,NAN,68241.63
3/29/2017 23:00,0.192,0,307.9,265.1,-0.82,73.18,0.421,3.509467,NAN,68294.56
3/29/2017 23:30,0.297,0,306.8,266.7,-1.043,74.64,0.422,3.143733,NAN,68317.21
3/30/2017 0:00,0.222,0,306.6,264.3,-1.013,73.29,0.416,3.915333,NAN,68337.94
3/30/2017 0:30,0.27,0,304.8,260.9,-1.426,76.39,0.42,3.4592,NAN,68349.28
3/30/2017 1:00,0.099,0,303.7,260.6,-1.831,78.25,0.418,3.669737,NAN,68367.1
3/30/2017 1:30,0.247,0,302.2,262.6,-2.423,82.7,0.423,3.3048,NAN,68384.39
3/30/2017 2:00,0.67,0,304.8,281.9,-2.338,83.5,0.43,2.9428,NAN,68398.74
3/30/2017 2:30,0.471,0,305.7,283.9,-2.009,81.7,0.431,2.541867,NAN,68407.67
3/30/2017 3:00,0.122,0,301.4,266.4,-2.547,84.2,0.427,2.198684,NAN,68398.26
3/30/2017 3:30,0.297,0,300,261.9,-2.848,85,0.421,2.343066,NAN,68394.53
3/30/2017 4:00,0.876,0,303.7,285.8,-2.607,85.8,0.433,1.390667,NAN,68404.33
3/30/2017 4:30,0.323,0,302.1,280.8,-2.564,85.1,0.431,0.6328948,NAN,68427.09
3/30/2017 5:00,0.375,0,291.8,246,-2.927,85.7,0.422,0.7151999,NAN,68438.87
3/30/2017 5:30,0.613,0,288.2,229.7,-3.517,83.3,0.393,1.358267,NAN,68449.18
3/30/2017 6:00,1.048,0,290.8,214.5,-2.942,64.2,0.316,3.672267,NAN,68453.8
3/30/2017 6:30,0.087,0,277.3,208.8,-4.502,72.47,0.317,1.516667,NAN,68493.75
3/30/2017 7:00,1.224,0,281.7,208.6,-4.222,69.76,0.312,2.018934,NAN,68536.73
3/30/2017 7:30,9.79,29.8,282,204.9,-5.896,78.41,0.309,2.0908,NAN,68573.9
3/30/2017 8:00,40.18,131.5,294.7,202.5,-4.59,76.07,0.331,1.216533,NAN,68604.35
3/30/2017 8:30,72.48,254.8,309.8,202.9,-1.208,62.16,0.347,3.563866,NAN,68606.56
3/30/2017 9:00,97.7,367.9,322.7,211.3,-0.113,49.09,0.297,4.535067,NAN,68607.72
3/30/2017 9:30,96.3,370.9,328.1,203.8,0.345,40.4,0.253,4.298134,NAN,68621.17
3/30/2017 10:00,155.9,615.7,355.7,204.2,1.969,26.16,0.184,5.659474,NAN,68619.37
3/30/2017 10:30,177.8,719.4,370.6,208.9,2.742,19.87,0.148,6.385466,NAN,68609.35
3/30/2017 11:00,191.2,793.2,383.5,210.6,3.113,19.43,0.148,6.900133,NAN,68596.42
3/30/2017 11:30,202.4,854,398.4,211.2,3.839,17.98,0.145,6.519334,NAN,68574.58
3/30/2017 12:00,213.2,908,413.4,214.1,3.993,17.89,0.145,5.8336,NAN,68545.69
3/30/2017 12:30,219.2,936,433.2,217.9,4.348,18.8,0.157,4.489067,NAN,68504.94
3/30/2017 13:00,226.5,966,434.7,221.2,5.271,18.19,0.162,5.689467,NAN,68461.14
3/30/2017 13:30,221.4,944,430.1,226.6,5.742,16.55,0.152,5.959067,NAN,68421.3
3/30/2017 14:00,226.1,963,441.1,222.7,6.189,14.97,0.142,5.197896,NAN,68381.94
3/30/2017 14:30,217.6,926,441.4,226.7,6.815,14.11,0.14,5.448401,NAN,68346.14
3/30/2017 15:00,214.6,902,443.5,233.7,7.291,13.49,0.138,5.236267,NAN,68328.54
3/30/2017 15:30,215.3,897,440.9,242,7.143,13.09,0.132,5.490133,NAN,68309.24
3/30/2017 16:00,215,890,435.8,260.6,7.334,13.46,0.138,5.989466,NAN,68278.19
3/30/2017 16:30,151.4,612.1,403.1,270.9,6.781,15.16,0.15,5.898932,NAN,68266.63
3/30/2017 17:00,74.38,307.5,368.9,269.9,6.105,16.06,0.151,7.441865,NAN,68265.93
3/30/2017 17:30,40.05,164.2,353.1,272.1,5.614,17.73,0.161,6.991711,NAN,68263
3/30/2017 18:00,36.34,147.2,347.7,273.2,5.422,17.1,0.154,8.2344,NAN,68264.98
3/30/2017 18:30,26.07,100.2,342,275.8,5.097,18.75,0.165,7.395735,NAN,68266.4
3/30/2017 19:00,10.99,42.85,332,256.8,4.234,23.25,0.192,8.137598,NAN,68284.21
3/30/2017 19:30,1.639,3.182,322.6,254.5,2.878,NAN,NAN,6.009734,NAN,68307.31
3/30/2017 20:00,0.656,0,317.9,254,2.234,30.17,0.216,4.407866,NAN,68342.14
3/30/2017 20:30,0.254,0,310.9,235.1,1.577,29.55,0.202,4.073734,NAN,68380.68
3/30/2017 21:00,0.614,0,304.6,242.9,-0.633,43.12,0.252,3.583158,NAN,68458.93
3/30/2017 21:30,0.375,0,308.8,255.1,-0.09,52.02,0.316,3.792667,NAN,68513.66
3/30/2017 22:00,0.432,0,305.8,260.2,-0.745,55.63,0.322,2.600933,NAN,68565.17
3/30/2017 22:30,0.053,0,300.2,255.2,-1.409,59.13,0.326,1.6008,NAN,68594.92
3/30/2017 23:00,0.622,0,303.5,261.8,-1.649,61.18,0.331,2.813733,NAN,68607.84
3/30/2017 23:30,0.181,0,300,257.5,-2.075,63.92,0.335,1.899467,NAN,68613.55
3/31/2017 0:00,0.137,0,298.2,259.9,-2.524,66.13,0.336,1.563467,NAN,68618.78
3/31/2017 0:30,0.297,0,294.8,249.2,-2.69,68.74,0.345,1.7116,NAN,68630.42
3/31/2017 1:00,0.094,0,275.8,209.5,-3.584,69.76,0.327,1.700933,NAN,68621.83
3/31/2017 1:30,0.599,0,277.5,205.6,-4.33,70.8,0.314,2.046134,NAN,68611.95
3/31/2017 2:00,0.492,0,272.2,202.7,-5.612,75.14,0.302,1.365467,NAN,68609.7
3/31/2017 2:30,0.554,0,270.5,200.4,-6.173,76.98,0.297,1.594533,NAN,68600.02
3/31/2017 3:00,0.259,0,267.2,198.2,-7.773,84,0.287,1.154667,NAN,68574.43
3/31/2017 3:30,0.304,0,263.7,197.6,-8.35,84.3,0.275,0.2852,NAN,68565.47
3/31/2017 4:00,1.199,0,264,196.4,-8.3,84.2,0.276,0.6577334,NAN,68561.94
3/31/2017 4:30,1.613,0,261.7,196.4,-7.429,87.4,0.306,0.4744736,NAN,NAN
3/31/2017 5:00,0.064,0,261.2,194.6,-9.35,85.8,0.258,1.029067,NAN,NAN
3/31/2017 5:30,0.778,0,261.8,191,-9.65,87.1,0.256,1.477867,NAN,NAN
3/31/2017 6:00,1.639,0,262.5,190.5,-8.96,88.1,0.274,1.664533,NAN,NAN
3/31/2017 6:30,1.74,0,258.5,189.7,-9.67,84.7,0.249,0.8690667,NAN,NAN
3/31/2017 7:00,2.818,0.153,261.3,189.2,-9.11,73.59,0.226,1.8252,NAN,NAN
3/31/2017 7:30,17.81,74.9,266.5,183.8,-8.58,71.02,0.227,0.844,NAN,NAN
3/31/2017 8:00,51.87,225.1,285.3,185.9,-7.098,70.28,0.252,1.202934,NAN,68612.8
3/31/2017 8:30,82.5,328.7,301.3,190.9,-4.639,62.06,0.269,1.848933,NAN,68606.94
3/31/2017 9:00,107.9,406.9,315.2,195.3,-3.307,61.61,0.295,2.591067,NAN,68604.51
3/31/2017 9:30,134.2,516.6,328,199.9,-0.609,46.65,0.272,5.196267,NAN,68601.29
3/31/2017 10:00,158,624.6,349.2,204.5,2.195,28.85,0.206,6.071448,NAN,68589.26
3/31/2017 10:30,176.5,721.2,370.2,207.3,3.543,20.97,0.165,6.673867,NAN,68585.73
3/31/2017 11:00,190.7,796.1,380.9,212.4,4.729,17.82,0.153,8.053867,NAN,68581.47
3/31/2017 11:30,204.2,865,391.3,215,5.075,17.27,0.151,8.288932,NAN,68578.86
3/31/2017 12:00,214.9,918,408.6,217.3,5.499,16.46,0.149,6.7892,NAN,68558.62
3/31/2017 12:30,216.3,923,424.3,243.2,6.066,14.7,0.138,5.953734,NAN,68521.68
3/31/2017 13:00,137,579.8,383.7,252.3,5.84,13.11,0.121,7.954267,NAN,68491.65
3/31/2017 13:30,103.3,438,371.1,271.6,5.674,14.38,0.131,8.427734,NAN,68470.61
3/31/2017 14:00,100.2,421.9,362.4,270.4,5.338,13.83,0.124,9.623466,NAN,68456.98
3/31/2017 14:30,95.9,399.9,363.8,275.4,5.534,12.57,0.114,7.971202,NAN,68451.65
3/31/2017 15:00,133.9,557.8,377.8,268.6,5.587,11.15,0.101,8.110799,NAN,68421.18
3/31/2017 15:30,197.9,817,397.9,239.2,6.926,10.45,0.104,9.234262,NAN,68391.75
3/31/2017 16:00,174.7,709.5,385.9,218.8,6.6,11.36,0.111,9.386183,NAN,68370.51
3/31/2017 16:30,179,712.6,386.5,223,7.119,10.83,0.109,9.683735,NAN,68354.16
3/31/2017 17:00,137.9,531.5,369.8,218.9,6.616,10.14,0.099,9.5512,NAN,68354.84
3/31/2017 17:30,92.7,347.8,355.3,212.4,6.229,10.11,0.096,9.027332,NAN,68358.42
3/31/2017 18:00,70.5,251.3,343.5,214.5,5.619,10.75,0.098,8.815468,NAN,68378.67
3/31/2017 18:30,56.21,189.7,335.2,214.5,5.063,11.38,0.1,8.493734,NAN,68391.86
3/31/2017 19:00,20.28,68.23,322.1,207.8,4.046,12.37,0.101,7.355999,NAN,68415.39
3/31/2017 19:30,4.218,10.34,310.9,204.9,2.582,15.39,0.113,6.162799,NAN,68449.78
3/31/2017 20:00,0.078,0,298.2,201.5,0.65,18.04,0.115,3.995467,NAN,68498.92
3/31/2017 20:30,0.462,0,301.1,199.9,1.028,16.13,0.106,5.447466,NAN,68534.44
3/31/2017 21:00,0.665,0,288.9,196.6,-0.481,19.09,0.113,3.0232,NAN,68588.27
3/31/2017 21:30,0.114,0,282.8,194.5,-1.382,20.65,0.114,2.488533,NAN,68624.47
3/31/2017 22:00,2.226,0,287.8,192.8,-0.361,17.03,0.101,3.378399,NAN,68669.15
3/31/2017 22:30,0.108,0,274.9,191.6,-1.793,19.93,0.106,2.0932,NAN,68689.16
3/31/2017 23:00,0.016,0,271.1,189.5,-4.35,30.24,0.134,2.392666,NAN,68709.71
3/31/2017 23:30,1.716,0,267.1,186.4,-5.363,37.26,0.153,2.038,NAN,68728.14
4/1/2017 0:00,1.897,0,265.1,186.6,-4.925,35.58,0.15,1.799867,NAN,68729.94
4/1/2017 0:30,0.446,0,271.4,185.6,-5.818,39.09,0.154,1.869333,NAN,68724.91
4/1/2017 1:00,0.366,0,260.9,184.7,-5.618,40.35,0.162,1.679334,NAN,68727.2
4/1/2017 1:30,1.112,0,266.2,184.2,-6.293,42.88,0.164,2.467066,NAN,68712.88
4/1/2017 2:00,0.478,0,262.4,182,-8.3,52.61,0.172,2.015466,NAN,68705.47
4/1/2017 2:30,0.419,0,256,180.1,-9.51,58.79,0.175,0.6145333,NAN,68701.52
4/1/2017 3:00,1.55,0,255.2,180.6,-8.4,53.92,0.175,0.6682666,NAN,68678.73
4/1/2017 3:30,0.14,0,253.5,180.5,-10.2,57.99,0.164,1.165866,NAN,68653.31
4/1/2017 4:00,1.646,0,253.5,177.8,-11.63,67.64,0.17,1.508,NAN,68636.14
4/1/2017 4:30,1.889,0,250.4,177.4,-12.25,73.81,0.177,1.1456,NAN,68618.64
4/1/2017 5:00,1.793,0,249.4,176.4,-12,73.43,0.179,0.6025333,NAN,68610.56
4/1/2017 5:30,1.937,0,247.9,176.9,-11.86,72.52,0.179,0.4686667,NAN,68605.21
4/1/2017 6:00,0.591,0,247,177.2,-12.44,74.49,0.176,0.4801334,NAN,68597.47
4/1/2017 6:30,1.287,0,247.3,178.3,-12.96,76.12,0.172,0.3609334,NAN,68597.28
4/1/2017 7:00,2.224,0.195,248,177.7,-13.08,72.84,0.163,0.8073683,NAN,68596.18
4/1/2017 7:30,23.34,94,259.3,180.7,-12,76.01,0.186,0.9166666,NAN,68608.73
4/1/2017 8:00,55.33,223.1,279.9,179.7,-9.25,73.27,0.223,0.7713333,NAN,68593.7
4/1/2017 8:30,85.1,302.9,298.2,183.9,-7.156,68.19,0.244,1.1484,NAN,68565.64
4/1/2017 9:00,92.9,342.6,310.8,189.7,-5.255,57,0.236,0.8289335,NAN,68541.97
4/1/2017 9:30,124.5,491.4,330.7,194.8,-3.252,45.48,0.218,0.6618668,NAN,68527.62
4/1/2017 10:00,157.2,627.1,350.9,199.9,-2.098,42.92,0.225,1.426666,NAN,68513.34
4/1/2017 10:30,168.1,682.2,371.3,212.3,-0.346,33.45,0.199,1.454079,NAN,68506.5
4/1/2017 11:00,192.3,795.5,396.3,217,0.763,NAN,NAN,1.340533,NAN,68484.68
4/1/2017 11:30,178.4,754.9,399,217.8,2.091,NAN,NAN,2.248934,NAN,68444.39
4/1/2017 12:00,215.4,912,426.3,219.5,3.287,NAN,NAN,1.646266,NAN,68396.6
4/1/2017 12:30,231.1,984,444.9,219.2,4.667,23.17,0.197,2.018533,NAN,68339.42
4/1/2017 13:00,229.9,981,455.9,225.5,6.051,21.68,0.203,1.9572,NAN,68282.42
4/1/2017 13:30,219.8,944,461.7,231.7,7.33,19.04,0.195,1.786933,NAN,68231.95
4/1/2017 14:00,233.4,998,474.5,242.7,8.12,17.15,0.185,1.884667,NAN,68192.21
4/1/2017 14:30,230.5,979,471.2,244.7,8.87,15.86,0.18,2.485466,NAN,68144.75
4/1/2017 15:00,231.9,993,481,257.6,9.98,14.88,0.182,2.586,NAN,68087.91
4/1/2017 15:30,178.2,756.3,448.2,253.1,10.53,15.05,0.191,3.538934,NAN,68022.15
4/1/2017 16:00,184.8,769.8,454.9,250.5,10.86,14.52,0.189,2.956266,NAN,67978.52
4/1/2017 16:30,172,695,446.9,244.2,11.13,13.84,0.183,2.185867,NAN,67939.45
4/1/2017 17:00,40.39,184.1,384.8,275,10.54,14.81,0.188,2.073999,NAN,67919.69
4/1/2017 17:30,34.69,148.2,377.3,293.7,10.26,15.46,0.193,1.2968,NAN,67916.93
4/1/2017 18:00,58.96,226.3,378,262.7,10.57,16.21,0.207,2.420133,NAN,67902.82
4/1/2017 18:30,18.64,77.21,348.1,255.4,9.51,18.04,0.214,1.365131,NAN,67898.19
4/1/2017 19:00,7.632,35.03,335.3,272.1,7.851,NAN,NAN,1.494533,NAN,67916.35
4/1/2017 19:30,0.711,3.268,330.7,284.6,7.63,25.7,0.268,2.1028,NAN,67931.05
4/1/2017 20:00,0.734,0,329.2,278.4,7.843,NAN,NAN,1.834934,NAN,67931.25
4/1/2017 20:30,0.121,0,319.6,247,6.316,24.67,0.235,2.745466,NAN,67947.61
4/1/2017 21:00,0.025,0,310.1,231.4,2.807,39.42,0.294,3.3932,NAN,67961.6
4/1/2017 21:30,0.007,0,301.7,230.4,0.904,42.97,0.28,2.4428,NAN,67990.66
4/1/2017 22:00,0.643,0,296,233,2.873,35.23,0.264,0.9109333,NAN,68025.6
4/1/2017 22:30,0.622,0,292.1,224.9,-1.512,51.53,0.281,2.3012,NAN,68053
4/1/2017 23:00,0.112,0,284,219.3,-3.097,55.96,0.272,1.668933,NAN,68082.89
4/1/2017 23:30,2.077,0,290.4,219.9,-1.748,51.03,0.274,2.558533,NAN,68123.16
4/2/2017 0:00,0.025,0,280.2,220.9,-1.772,50.4,0.27,1.561334,NAN,68162.76
4/2/2017 0:30,0.112,0,279.1,223.8,-3.757,58.63,0.271,0.7965333,NAN,68181.08
4/2/2017 1:00,1.501,0,285.7,234,-4.097,66.23,0.299,1.681734,NAN,68162.39
4/2/2017 1:30,2.126,0,283.9,223.5,-3.762,64.9,0.3,1.485733,NAN,68149.48
4/2/2017 2:00,0.355,0,278,223.4,-4.113,66.42,0.299,0.8170667,NAN,68157.04
4/2/2017 2:30,0.629,0,280,230.8,-5.447,70.95,0.289,0.8833333,NAN,68150.95
4/2/2017 3:00,0.67,0,280.3,231.3,-5.941,74.58,0.293,0.8101334,NAN,68142.73
4/2/2017 3:30,1.531,0,280.8,231.3,-4.663,70.67,0.305,0.6554668,NAN,68126.24
4/2/2017 4:00,1.407,0,284.7,239.3,-3.82,73.54,0.339,1.011067,NAN,68105.82
4/2/2017 4:30,0.453,0,280.9,230.9,-3.747,72.79,0.338,0.8925331,NAN,68080.41
4/2/2017 5:00,1.432,0,283.2,231.9,-5.121,74.87,0.313,0.8016002,NAN,68078.32
4/2/2017 5:30,1.448,0,292.3,236.6,-2.063,71.26,0.374,2.153867,NAN,68063.73
4/2/2017 6:00,0.538,0,298.7,256.4,-1.586,71.71,0.39,2.3812,NAN,68071.45
4/2/2017 6:30,0.446,0,295.6,267.1,-2.027,70.69,0.372,0.448,NAN,68085.17
4/2/2017 7:00,0.226,0.124,299.2,277.7,-2.891,78.46,0.387,1.096,NAN,68093.28
4/2/2017 7:30,4.25,13.82,302.7,284.7,-3.126,80.7,0.392,2.002266,NAN,68081.77
4/2/2017 8:00,11.55,43,307.3,281,-2.099,77.09,0.404,1.360133,NAN,68098.43
4/2/2017 8:30,15.29,60.38,312.3,288.8,-1.248,74.82,0.417,1.122105,NAN,68107.03
4/2/2017 9:00,20.2,85.2,315.5,292.3,-0.81,74.31,0.428,1.161866,NAN,68110.43
4/2/2017 9:30,30.74,136.1,328.1,298.4,0.832,64.06,0.415,0.3949334,NAN,68121.16
4/2/2017 10:00,53.47,232.5,334.2,301.4,2.195,57.41,0.411,3.332134,NAN,68110.23
4/2/2017 10:30,96.2,408,355.6,296.7,3.584,49.74,0.393,3.454799,NAN,68101.44
4/2/2017 11:00,68.79,298.2,359.6,306,3.891,47.3,0.382,2.308533,NAN,68114.02
4/2/2017 11:30,80.4,350.4,374.4,310.9,4.546,45.14,0.381,1.2448,NAN,68106.8
4/2/2017 12:00,85.4,379.3,380.2,312.5,4.499,46.32,0.39,2.1068,NAN,68087.32
4/2/2017 12:30,37.35,177.8,356,313.2,3.63,53.54,0.424,2.562,NAN,68058.56
4/2/2017 13:00,22.72,113.8,337.6,312.9,1.741,72.85,0.504,2.3088,NAN,68045.49
4/2/2017 13:30,25.77,64.28,315.7,313.3,-0.37,94.4,0.561,1.104533,NAN,68047.35
4/2/2017 14:00,146,187.2,316,316.1,0.036,93.6,0.573,0.9490667,NAN,NAN
4/2/2017 14:30,250.5,328.7,316.8,319.8,2.567,86.1,0.633,1.1536,NAN,67998.74
4/2/2017 15:00,304.8,409,318.5,332.2,1.66,81.5,0.56,0.7798667,NAN,67980.56
4/2/2017 15:30,318.2,434,319.2,333.6,0.765,89.6,0.578,2.298133,NAN,67937.45
4/2/2017 16:00,286.2,400.5,317.9,327.7,0.602,91.5,0.584,3.430263,NAN,67913.01
4/2/2017 16:30,218.4,314.4,318,326.6,0.447,92.4,0.583,2.6816,NAN,67898.54
4/2/2017 17:00,211.2,317.8,316,322,0.074,88.1,0.541,4.926933,NAN,67878.3
4/2/2017 17:30,153.7,238.5,315.2,319.6,-0.119,86.9,0.526,3.959733,NAN,67872.39
4/2/2017 18:00,106.5,170.7,315.2,320.8,0.127,82.8,0.511,2.881867,NAN,67856.15
4/2/2017 18:30,52.98,85.1,314.7,318.5,0.178,83.4,0.516,2.927333,NAN,67858.62
4/2/2017 19:00,24.53,38.99,313.6,316.1,0.158,84.2,0.52,5.904268,NAN,67869.67
4/2/2017 19:30,5.379,7.648,312.8,314.8,0.21,81.6,0.506,4.500134,NAN,67875.76
4/2/2017 20:00,0.258,0.021,311.9,314.1,-0.013,82.7,0.504,2.395067,NAN,67905.57
4/2/2017 20:30,0.412,0,310.7,314,0.118,81,0.499,3.185333,NAN,67915.94
4/2/2017 21:00,0.8,0.1,311.5,313.5,0.125,78.95,0.487,3.6128,NAN,67933.87
4/2/2017 21:30,0.252,0,311.5,314.3,-0.009,79.69,0.486,2.704266,NAN,67957.32
4/2/2017 22:00,0.428,0.003,311.2,314,-0.002,78.16,0.477,3.020134,NAN,67973.66
4/2/2017 22:30,0.037,0,311,313.8,-0.262,80.3,0.481,2.285335,NAN,67985.76
4/2/2017 23:00,0.277,0,310.7,313,-0.242,80.3,0.482,1.754133,NAN,67980.47
4/2/2017 23:30,0.258,0,310.7,313.5,-0.169,79.54,0.48,2.205467,NAN,67978.93
4/3/2017 0:00,0.183,0,310.4,313.9,-0.23,80.8,0.485,1.321333,NAN,67989.55
4/3/2017 0:30,0.023,0,309.4,310.7,-0.97,86.6,0.493,0.8454667,NAN,67986.13
4/3/2017 1:00,0,0,308.7,310.9,-0.973,85.9,0.489,1.1596,NAN,67965.81
4/3/2017 1:30,0,0,306.3,308.7,-1.449,90.2,0.495,0.926184,NAN,67946.36
4/3/2017 2:00,0.126,0,304.2,306.4,-1.594,89.7,0.488,0.6264001,NAN,67929.39
4/3/2017 2:30,0.27,0,305.6,306.3,-1.715,90.7,0.489,0.52,NAN,67913.25
4/3/2017 3:00,0.014,0,302.8,305.5,-1.923,92,0.488,0.8333333,NAN,67891.17
4/3/2017 3:30,0.24,0,306.2,306,-2.068,92.2,0.484,1.4428,NAN,67888.44
4/3/2017 4:00,0.05,0,306.2,306.5,-2.064,91.1,0.478,1.844,NAN,67883.85
4/3/2017 4:30,0.053,0,304.8,304.8,-2.45,89.5,0.457,2.523067,NAN,67882.51
4/3/2017 5:00,0.087,0,303.8,304.8,-2.309,88.8,0.458,1.601333,NAN,67871.02
4/3/2017 5:30,0.359,0,299.9,303.1,-2.521,89.7,0.455,2.007867,NAN,67856.42
4/3/2017 6:00,0.041,0,292.7,299.8,-3.37,92.7,0.442,1.0892,NAN,67860.48
4/3/2017 6:30,0,0,282.3,296.8,-3.959,92,0.419,1.046667,NAN,67868.93
4/3/2017 7:00,0.21,0.063,273.8,290.7,-5.146,94.3,0.393,0.538,NAN,67879.88
4/3/2017 7:30,21.01,41.08,269.9,288.7,-6.368,93.8,0.357,1.533867,NAN,NAN
4/3/2017 8:00,67.23,115.4,279.6,287.7,-6.094,93.9,0.364,0.2192,NAN,NAN
4/3/2017 8:30,145.8,250.2,296,299.7,-5.163,91.4,0.381,0.5204,NAN,67904.79
4/3/2017 9:00,160.7,272.5,304.1,309,-3.686,88.4,0.411,0.7749335,NAN,67906.82
4/3/2017 9:30,247.7,425,312.2,318.5,-2.568,82.7,0.418,1.696533,NAN,67910.79
4/3/2017 10:00,193,332.5,315.3,322.1,-1.837,86.6,0.462,1.7252,NAN,67942.28
4/3/2017 10:30,270.2,494.2,323.7,342.6,0.856,73.65,0.478,0.5922669,NAN,67947.13
4/3/2017 11:00,265.3,550.2,330.1,355.6,1.185,72.86,0.485,1.152133,NAN,67923.21
4/3/2017 11:30,165.5,386.4,325.4,330.7,-0.269,81.7,0.489,2.755734,NAN,67914.91
4/3/2017 12:00,156.5,402.6,328,327.8,-0.019,82.6,0.504,3.292267,NAN,67901.89
4/3/2017 12:30,161.2,485.1,339.6,333.8,0.778,80.1,0.518,2.397866,NAN,67870.16
4/3/2017 13:00,122.2,443.6,348.4,337,1.201,77.45,0.516,2.114933,NAN,67836.8
4/3/2017 13:30,93.1,385.2,356,338.7,1.69,74.18,0.512,1.786,NAN,67819.65
4/3/2017 14:00,49.09,220,349.1,334.5,1.637,68.92,0.474,1.428933,NAN,67806.5
4/3/2017 14:30,30.96,142.7,338.4,327.1,1.468,72.41,0.492,2.278533,NAN,67801.96
4/3/2017 15:00,60.53,273.5,345,326.3,1.626,72.73,0.5,3.1072,NAN,67781.3
4/3/2017 15:30,98.4,440,358.9,324.9,1.415,78.65,0.532,3.714667,NAN,67737.32
4/3/2017 16:00,89,394.9,360.5,325.7,2.165,80.6,0.575,4.056,NAN,67724.5
4/3/2017 16:30,99.4,427.6,371.3,320.8,3.511,72.22,0.567,3.759201,NAN,67707.44
4/3/2017 17:00,68.51,294.7,360.9,320.2,3.433,71.13,0.556,3.090266,NAN,67707.23
4/3/2017 17:30,41.19,180.1,354,323.8,3.974,71.56,0.581,2.825867,NAN,67718.15
4/3/2017 18:00,18.08,82.3,339.5,316.8,3.565,73.62,0.58,6.4768,NAN,67740.12
4/3/2017 18:30,10.43,44.93,328.3,314.3,1.093,92.4,0.611,5.8176,NAN,67772.67
4/3/2017 19:00,28.81,98.4,327.2,280.9,1.565,89.4,0.611,4.682667,NAN,67824.13
4/3/2017 19:30,7.326,22.02,317,257.6,1.302,83.5,0.561,4.634667,NAN,67882.92
4/3/2017 20:00,0.608,0,308.7,244.6,0.294,85.8,0.535,4.182,NAN,67931.13
4/3/2017 20:30,1.187,0,305.2,242.1,-0.086,85.1,0.516,3.781843,NAN,67984.95
4/3/2017 21:00,1.164,0,303,239.9,-0.481,88.6,0.522,3.579867,NAN,68032.02
4/3/2017 21:30,1.619,0,295.6,235.8,-1.012,88.3,0.501,2.070266,NAN,68074.42
4/3/2017 22:00,0.293,0,291.4,234.1,-1.672,85.2,0.461,1.750534,NAN,68100.21
4/3/2017 22:30,0.823,0,295.6,233.9,-1.705,83.1,0.448,2.532267,NAN,68114.81
4/3/2017 23:00,1.317,0,291.8,231.7,-1.902,84.4,0.449,1.859067,NAN,68118.51
4/3/2017 23:30,0.135,0,282,229.7,-3.126,87.4,0.424,1.044933,NAN,68142.88
4/4/2017 0:00,0.657,0,281.4,227.2,-2.547,81.2,0.411,1.2924,NAN,68149.09
4/4/2017 0:30,0.931,0,291.6,226.7,-3.09,85.2,0.414,2.8832,NAN,68148.02
4/4/2017 1:00,0.954,0,290.6,226,-3.193,85.1,0.411,2.596134,NAN,68140.35
4/4/2017 1:30,0.625,0,288.3,225.3,-3.318,83.7,0.401,2.3188,NAN,68134.69
4/4/2017 2:00,0.021,0,280.4,223.2,-4.152,85.7,0.385,1.1488,NAN,68122.79
4/4/2017 2:30,1.86,0,288.8,223.1,-3.341,84.3,0.403,2.404133,NAN,68111.57
4/4/2017 3:00,0.922,0,291.6,222.2,-3.53,87.5,0.412,3.266934,NAN,68114.93
